TypeIndex;TypeIndex-f;LDP+TypeIndex;LDP+TypeIndex-f;LDP
588;190;513;127;777
678;190;777;127;901
685;190;777;128;901
687;190;778;128;909
1638;191;778;129;910
1639;191;805;130;918
1639;192;805;130;919
1640;192;806;131;920
1640;192;809;131;920
1641;192;809;132;965
1645;192;815;132;965
1645;192;815;133;966
1646;193;828;133;966
1646;193;829;137;981
