query;0-mean;0-minus;0-plus;1-mean;1-minus;1-plus;2-mean;2-minus;2-plus;3-mean;3-minus;3-plus;4-mean;4-minus;4-plus
D1;0.5846153846153845;0.3538461538461538;0.1461538461538462;0.33076923076923076;0.23461538461538461;0.36153846153846153;0.8615384615384615;0.26538461538461533;0.13846153846153852;0.8423076923076922;0.26538461538461533;0.13846153846153852;0.823076923076923;0.26538461538461533;0.13846153846153852
D2;0.5846153846153845;0.3538461538461538;0.1461538461538462;0.5846153846153845;0.3538461538461538;0.1461538461538462;0.8615384615384615;0.26538461538461533;0.13846153846153852;0.8615384615384615;0.26538461538461533;0.13846153846153852;0.823076923076923;0.26538461538461533;0.13846153846153852
D3;0.7147679324894515;0.22109704641350214;0.2050632911392405;0.7147679324894515;0.22109704641350214;0.2050632911392405;0.7755274261603377;0.2354430379746836;0.2244725738396624;0.7755274261603377;0.2354430379746836;0.2244725738396624;0.7670886075949368;0.2354430379746836;0.2244725738396624
D4;0.5911764705882353;0.34117647058823536;0.20294117647058818;0.5911764705882353;0.34117647058823536;0.20294117647058818;0.8029411764705883;0.2735294117647059;0.19705882352941173;0.8029411764705883;0.2735294117647059;0.19705882352941173;0.7735294117647059;0.2735294117647059;0.19705882352941173
D5;0.5846153846153845;0.3538461538461538;0.1461538461538462;0.5846153846153845;0.3538461538461538;0.1461538461538462;0.8615384615384615;0.26538461538461533;0.13846153846153852;0.8615384615384615;0.26538461538461533;0.13846153846153852;0.823076923076923;0.26538461538461533;0.13846153846153852
D6;0.4022927015666794;0.396178830722201;0.5940771876194115;0.4022927015666794;0.396178830722201;0.5940771876194115;0.4050439434466947;0.39663737103553687;0.5949560565533053;0.4050439434466947;0.39663737103553687;0.5949560565533053;0.4046618265189148;0.39663737103553687;0.5949560565533053
D7;0.39999999999999997;0.39999999999999997;0.3254901960784314;0.39999999999999997;0.39999999999999997;0.3254901960784314;0.5529411764705883;0.5529411764705883;0.4470588235294118;0.5529411764705883;0.5529411764705883;0.4470588235294118;0.5294117647058824;0.5294117647058824;0.43137254901960786
D8;0.06692885234179477;0.027601001072577756;0.03067572398998928;0.0895244905255631;0.056274579907043265;0.13964962459778335;0.04733643189131212;0.04733643189131212;0.0570611369324276;0.06707186271004648;0.029889166964604932;0.03732570611369324;0.41008223096174473;0.41008223096174473;0.5899177690382553
