query;0-mean;0-minus;0-plus;1-mean;1-minus;1-plus;2-mean;2-minus;2-plus;3-mean;3-minus;3-plus;4-mean;4-minus;4-plus;5-mean;5-minus;5-plus;6-mean;6-minus;6-plus;7-mean;7-minus;7-plus;8-mean;8-minus;8-plus;9-mean;9-minus;9-plus
D1;0.020946915351506456;0.006599713055954088;0.0034433285509325694;0.020946915351506456;0.006599713055954088;0.0034433285509325694;0.12051649928263988;0.0975609756097561;0.10090865614538498;0.24868483978957437;0.2233381157340985;0.7513151602104257;0.014921090387374462;0.007269249163079866;0.009469153515064563;0.014921090387374462;0.007269249163079866;0.009469153515064563;0.0196078431372549;0.010043041606886656;0.012434241989478718;0.0196078431372549;0.010043041606886656;0.012434241989478718;0.046771879483500714;0.02620755619320899;0.023529411764705882;0.046771879483500714;0.02620755619320899;0.023529411764705882
D2;0.02015294646873594;0.0062078272604588385;0.0032388663967611348;0.02015294646873594;0.0062078272604588385;0.0032388663967611348;0.11336032388663968;0.09176788124156546;0.09491677912730544;0.4269005847953216;0.4030589293747188;0.5730994152046783;0.014035087719298246;0.006837606837606838;0.008906882591093119;0.014035087719298246;0.006837606837606838;0.008906882591093119;0.018443544759334234;0.009446693657219974;0.011695906432748537;0.018443544759334234;0.009446693657219974;0.011695906432748537;0.04399460188933873;0.02465137201979307;0.02213225371120108;0.04399460188933873;0.02465137201979307;0.02213225371120108
D3;0.07824606215410813;0.023754789272030657;0.022647935291613446;0.07824606215410813;0.023754789272030657;0.022647935291613446;0.16645381013197105;0.11025968497232864;0.0940825883354619;0.46317581949765857;0.40485312899106;0.5368241805023414;0.0724563644103874;0.029885057471264364;0.025883354618986807;0.0724563644103874;0.029885057471264364;0.025883354618986807;0.07662835249042145;0.032354193273733504;0.023839931885908897;0.07662835249042145;0.032354193273733504;0.023839931885908897;0.10080885483184335;0.04674329501915709;0.04946785866326096;0.10080885483184335;0.04674329501915709;0.04946785866326096
D4;0.11351351351351352;0.03866943866943867;0.027858627858627857;0.0577962577962578;0.0577962577962578;0.056548856548856545;0.5442827442827443;0.4361746361746362;0.4557172557172557;0.1846153846153846;0.1846153846153846;0.4349272349272349;0.08523908523908524;0.04365904365904366;0.05405405405405406;0.03035343035343035;0.03035343035343035;0.03201663201663202;0.1056133056133056;0.05571725571725571;0.0711018711018711;0.03575883575883576;0.03575883575883576;0.03700623700623701;0.22370062370062369;0.12598752598752597;0.09230769230769231;0.1051975051975052;0.1051975051975052;0.21081081081081082
D5;0.021425155428024867;0.006599713055954088;0.0034433285509325694;0.021425155428024867;0.006599713055954088;0.0034433285509325694;0.12051649928263988;0.0975609756097561;0.10090865614538498;0.24868483978957437;0.2233381157340985;0.7513151602104257;0.014921090387374462;0.007269249163079866;0.009469153515064563;0.014921090387374462;0.007269249163079866;0.009469153515064563;0.0196078431372549;0.010043041606886656;0.012434241989478718;0.0196078431372549;0.010043041606886656;0.012434241989478718;0.046771879483500714;0.02620755619320899;0.023529411764705882;0.046771879483500714;0.02620755619320899;0.023529411764705882
D6;0.2920914852576467;0.28602920914852575;0.42904381372278866;0.0038853678699366217;0.0038853678699366217;0.0031413612565445027;0.0368696610636539;0.030256268944612846;0.028850923119316613;0.13290162579222928;0.1255993386607881;0.17531000275558006;0.20220446403968034;0.20220446403968034;0.7977955359603196;0.002204464039680353;0.002204464039680353;0.003995591071920639;0.0029760264535684763;0.0029760264535684763;0.0059796087076329565;0.0029760264535684763;0.0029760264535684763;0.0059796087076329565;0.01606503168917057;0.010140534582529621;0.013695232846514192;0.01606503168917057;0.010140534582529621;0.013695232846514192
D7;0.0032840340048911143;0.0032840340048911143;0.002655176429486433;0.0032840340048911143;0.0032840340048911143;0.002655176429486433;0.08272970769768254;0.07713986258297426;0.1332945149644812;0.26439967392570163;0.2582275532782113;0.3918248515197391;0.00186328170490276;0.00186328170490276;0.0033771980901362523;0.00186328170490276;0.00186328170490276;0.0033771980901362523;0.002515430301618726;0.002515430301618726;0.005054151624548736;0.002515430301618726;0.002515430301618726;0.005054151624548736;0.40458833119832305;0.3995807616163969;0.595411668801677;0.40458833119832305;0.3995807616163969;0.595411668801677
D8;0.25440613026819925;0.25440613026819925;0.3049808429118774;0.2957854406130268;0.09846743295019159;0.2636015325670498;0.5643678160919541;0.4762452107279694;0.4356321839080459;0.37547892720306514;0.2796934865900383;0.5421455938697318;0.3957854406130268;0.18122605363984673;0.1731800766283525;0.32298850574712645;0.15057471264367814;0.24597701149425288;0.34137931034482755;0.16321839080459769;0.23716475095785441;0.34137931034482755;0.16321839080459769;0.23716475095785441;0.35095785440613025;0.17854406130268197;0.2831417624521073;0.31992337164750956;0.15134099616858238;0.31417624521072796
